# Omega - roots -     T    - rhoB  - rhoQ -rhoP - sigma^2(P) - Ssigma(P) - Ksigma^2(P) - rhoQ - sigma^2(Q) - Ssigma(Q) - Ksigma^2(Q) - rhoK - sigma^2(K) - Ssigma(K) - Ksigma^2(K) - rhoPi - sigma^2(Pi) - Ssigma(Pi) - Ksigma^2(Pi) - TotrhoP - TotrhoQ - TotrhoK - TotrhoPi
 100.0    7.7 140.00 0.0500 0.0250 4.0000e-04 3.8400e-02 9.2000e-01 7.6960e-01 3.0000e-04 1.4910e-01 1.1103e-01 5.4001e-01 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 -3.0000e-04 8.9100e-02 -2.4640e-01 7.0782e-01 4.0000e-04 1.7000e-03 4.0000e-04 9.0000e-04
 100.0    7.7 140.00 0.0500 0.0250 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 4.0000e-04 1.7840e-01 1.0386e-01 4.4754e-01 2.0000e-04 3.9600e-02 4.4485e-01 8.5331e-01 1.0000e-04 1.2990e-01 4.6975e-02 6.0859e-01 1.0000e-04 1.8000e-03 4.0000e-04 1.3000e-03
 100.0    7.7 140.00 0.0500 0.0250 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 -1.0000e-04 1.8990e-01 -3.3861e-01 1.0486e+00 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 -4.0000e-04 1.5840e-01 -5.1091e-01 1.2011e+00 2.0000e-04 1.7000e-03 1.0000e-04 1.4000e-03
 100.0    7.7 140.00 0.0500 0.0250 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 2.0000e-04 1.7960e-01 -2.8276e-01 1.1518e+00 0.0000e+00 2.0000e-02 0.0000e+00 9.4000e-01 1.0000e-04 1.4990e-01 -3.6356e-01 1.3654e+00 1.0000e-04 1.8000e-03 2.0000e-04 1.5000e-03
 100.0    7.7 140.00 0.0500 0.0250 5.0000e-04 4.7500e-02 9.0000e-01 7.1500e-01 7.0000e-04 2.0510e-01 4.2216e-01 8.4595e-01 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 1.0000e-04 1.4990e-01 3.6704e-02 5.4890e-01 5.0000e-04 2.1000e-03 1.0000e-04 1.5000e-03
 100.0    7.7 140.00 0.0500 0.0250 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 2.0000e-04 1.1960e-01 1.0716e-01 6.3357e-01 0.0000e+00 2.0000e-02 0.0000e+00 9.4000e-01 1.0000e-04 8.9900e-02 8.1224e-02 7.2756e-01 1.0000e-04 1.4000e-03 2.0000e-04 1.1000e-03
 100.0    7.7 140.00 0.0500 0.0250 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 2.0000e-04 1.7960e-01 3.8539e-01 1.0983e+00 1.0000e-04 2.9900e-02 3.0441e-01 9.0087e-01 0.0000e+00 1.4000e-01 4.2857e-01 1.4371e+00 1.0000e-04 1.6000e-03 3.0000e-04 1.2000e-03
 100.0    7.7 140.00 0.0500 0.0250 6.0000e-04 5.6400e-02 8.8000e-01 6.6160e-01 9.0000e-04 2.2190e-01 4.0269e-01 7.1772e-01 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 2.0000e-04 1.9960e-01 3.4076e-01 9.7474e-01 6.0000e-04 2.9000e-03 1.0000e-04 2.2000e-03
 100.0    7.7 140.00 0.0500 0.0250 3.0000e-04 2.9100e-02 9.4000e-01 8.2540e-01 4.0000e-04 1.1840e-01 2.1730e-01 6.1392e-01 0.0000e+00 2.0000e-02 0.0000e+00 9.4000e-01 1.0000e-04 6.9900e-02 1.1305e-01 7.8661e-01 3.0000e-04 1.4000e-03 2.0000e-04 9.0000e-04
 100.0    7.7 140.00 0.0500 0.0250 5.0000e-04 4.7500e-02 9.0000e-01 7.1500e-01 3.0000e-04 2.8910e-01 -4.0140e-01 1.8389e+00 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 -3.0000e-04 2.2910e-01 -5.6462e-01 2.3386e+00 5.0000e-04 2.3000e-03 1.0000e-04 1.7000e-03
